"","id","Lead_Investors","Lead_Investors_1","Lead_Investors_2","Lead_Investors_3","Lead_Investors_4","Lead_Investors_5","Lead_Investors_6","Lead_Investors_7","Lead_Investors_8","Lead_Investors_9","Lead_Investors_NA"
"829",829,"2",0,1,0,0,0,0,0,0,0,0
"830",830,"2",0,1,0,0,0,0,0,0,0,0
"831",831,"NA",0,0,0,0,0,0,0,0,0,1
"832",832,"1",1,0,0,0,0,0,0,0,0,0
"833",833,"1",1,0,0,0,0,0,0,0,0,0
"834",834,"NA",0,0,0,0,0,0,0,0,0,1
"835",835,"NA",0,0,0,0,0,0,0,0,0,1
"836",836,"NA",0,0,0,0,0,0,0,0,0,1
"837",837,"1",1,0,0,0,0,0,0,0,0,0
"838",838,"3",0,0,1,0,0,0,0,0,0,0
"839",839,"3",0,0,1,0,0,0,0,0,0,0
"840",840,"1",1,0,0,0,0,0,0,0,0,0
"841",841,"2",0,1,0,0,0,0,0,0,0,0
"842",842,"1",1,0,0,0,0,0,0,0,0,0
"843",843,"1",1,0,0,0,0,0,0,0,0,0
"844",844,"3",0,0,1,0,0,0,0,0,0,0
"845",845,"1",1,0,0,0,0,0,0,0,0,0
"846",846,"1",1,0,0,0,0,0,0,0,0,0
"847",847,"2",0,1,0,0,0,0,0,0,0,0
"848",848,"NA",0,0,0,0,0,0,0,0,0,1
"849",849,"NA",0,0,0,0,0,0,0,0,0,1
"850",850,"2",0,1,0,0,0,0,0,0,0,0
"851",851,"2",0,1,0,0,0,0,0,0,0,0
"852",852,"3",0,0,1,0,0,0,0,0,0,0
"853",853,"2",0,1,0,0,0,0,0,0,0,0
"854",854,"NA",0,0,0,0,0,0,0,0,0,1
"855",855,"NA",0,0,0,0,0,0,0,0,0,1
"856",856,"NA",0,0,0,0,0,0,0,0,0,1
"857",857,"1",1,0,0,0,0,0,0,0,0,0
"858",858,"NA",0,0,0,0,0,0,0,0,0,1
"859",859,"NA",0,0,0,0,0,0,0,0,0,1
"860",860,"1",1,0,0,0,0,0,0,0,0,0
"861",861,"1",1,0,0,0,0,0,0,0,0,0
"862",862,"NA",0,0,0,0,0,0,0,0,0,1
"863",863,"1",1,0,0,0,0,0,0,0,0,0
"864",864,"1",1,0,0,0,0,0,0,0,0,0
"865",865,"1",1,0,0,0,0,0,0,0,0,0
"866",866,"1",1,0,0,0,0,0,0,0,0,0
"867",867,"1",1,0,0,0,0,0,0,0,0,0
"868",868,"2",0,1,0,0,0,0,0,0,0,0
"869",869,"NA",0,0,0,0,0,0,0,0,0,1
"870",870,"NA",0,0,0,0,0,0,0,0,0,1
"871",871,"NA",0,0,0,0,0,0,0,0,0,1
"872",872,"2",0,1,0,0,0,0,0,0,0,0
"873",873,"1",1,0,0,0,0,0,0,0,0,0
"874",874,"1",1,0,0,0,0,0,0,0,0,0
"875",875,"NA",0,0,0,0,0,0,0,0,0,1
"876",876,"NA",0,0,0,0,0,0,0,0,0,1
"877",877,"1",1,0,0,0,0,0,0,0,0,0
"878",878,"NA",0,0,0,0,0,0,0,0,0,1
"879",879,"1",1,0,0,0,0,0,0,0,0,0
"880",880,"NA",0,0,0,0,0,0,0,0,0,1
"881",881,"1",1,0,0,0,0,0,0,0,0,0
"882",882,"1",1,0,0,0,0,0,0,0,0,0
"883",883,"3",0,0,1,0,0,0,0,0,0,0
"884",884,"NA",0,0,0,0,0,0,0,0,0,1
"885",885,"1",1,0,0,0,0,0,0,0,0,0
"886",886,"NA",0,0,0,0,0,0,0,0,0,1
"887",887,"NA",0,0,0,0,0,0,0,0,0,1
"888",888,"NA",0,0,0,0,0,0,0,0,0,1
"889",889,"NA",0,0,0,0,0,0,0,0,0,1
"890",890,"1",1,0,0,0,0,0,0,0,0,0
"891",891,"1",1,0,0,0,0,0,0,0,0,0
"892",892,"2",0,1,0,0,0,0,0,0,0,0
"893",893,"NA",0,0,0,0,0,0,0,0,0,1
"894",894,"1",1,0,0,0,0,0,0,0,0,0
"895",895,"NA",0,0,0,0,0,0,0,0,0,1
"896",896,"NA",0,0,0,0,0,0,0,0,0,1
"897",897,"1",1,0,0,0,0,0,0,0,0,0
"898",898,"1",1,0,0,0,0,0,0,0,0,0
"899",899,"NA",0,0,0,0,0,0,0,0,0,1
"900",900,"2",0,1,0,0,0,0,0,0,0,0
"901",901,"NA",0,0,0,0,0,0,0,0,0,1
"902",902,"4",0,0,0,1,0,0,0,0,0,0
"903",903,"NA",0,0,0,0,0,0,0,0,0,1
"904",904,"1",1,0,0,0,0,0,0,0,0,0
"905",905,"1",1,0,0,0,0,0,0,0,0,0
"906",906,"1",1,0,0,0,0,0,0,0,0,0
"907",907,"1",1,0,0,0,0,0,0,0,0,0
"908",908,"1",1,0,0,0,0,0,0,0,0,0
"909",909,"NA",0,0,0,0,0,0,0,0,0,1
"910",910,"2",0,1,0,0,0,0,0,0,0,0
"911",911,"NA",0,0,0,0,0,0,0,0,0,1
"912",912,"1",1,0,0,0,0,0,0,0,0,0
"913",913,"1",1,0,0,0,0,0,0,0,0,0
"914",914,"1",1,0,0,0,0,0,0,0,0,0
"915",915,"NA",0,0,0,0,0,0,0,0,0,1
"916",916,"NA",0,0,0,0,0,0,0,0,0,1
"917",917,"NA",0,0,0,0,0,0,0,0,0,1
"918",918,"2",0,1,0,0,0,0,0,0,0,0
"919",919,"2",0,1,0,0,0,0,0,0,0,0
"920",920,"1",1,0,0,0,0,0,0,0,0,0
"921",921,"NA",0,0,0,0,0,0,0,0,0,1
"922",922,"1",1,0,0,0,0,0,0,0,0,0
"923",923,"1",1,0,0,0,0,0,0,0,0,0
"924",924,"NA",0,0,0,0,0,0,0,0,0,1
"925",925,"NA",0,0,0,0,0,0,0,0,0,1
"926",926,"1",1,0,0,0,0,0,0,0,0,0
"927",927,"NA",0,0,0,0,0,0,0,0,0,1
"928",928,"1",1,0,0,0,0,0,0,0,0,0
"929",929,"NA",0,0,0,0,0,0,0,0,0,1
"930",930,"2",0,1,0,0,0,0,0,0,0,0
"931",931,"1",1,0,0,0,0,0,0,0,0,0
"932",932,"NA",0,0,0,0,0,0,0,0,0,1
"933",933,"1",1,0,0,0,0,0,0,0,0,0
"934",934,"NA",0,0,0,0,0,0,0,0,0,1
"935",935,"NA",0,0,0,0,0,0,0,0,0,1
"936",936,"1",1,0,0,0,0,0,0,0,0,0
"937",937,"1",1,0,0,0,0,0,0,0,0,0
"938",938,"NA",0,0,0,0,0,0,0,0,0,1
"939",939,"2",0,1,0,0,0,0,0,0,0,0
"940",940,"1",1,0,0,0,0,0,0,0,0,0
"941",941,"1",1,0,0,0,0,0,0,0,0,0
"942",942,"NA",0,0,0,0,0,0,0,0,0,1
"943",943,"NA",0,0,0,0,0,0,0,0,0,1
"944",944,"1",1,0,0,0,0,0,0,0,0,0
"945",945,"3",0,0,1,0,0,0,0,0,0,0
"946",946,"NA",0,0,0,0,0,0,0,0,0,1
"947",947,"1",1,0,0,0,0,0,0,0,0,0
"948",948,"2",0,1,0,0,0,0,0,0,0,0
"949",949,"NA",0,0,0,0,0,0,0,0,0,1
"950",950,"NA",0,0,0,0,0,0,0,0,0,1
"951",951,"1",1,0,0,0,0,0,0,0,0,0
"952",952,"NA",0,0,0,0,0,0,0,0,0,1
"953",953,"1",1,0,0,0,0,0,0,0,0,0
"954",954,"3",0,0,1,0,0,0,0,0,0,0
"955",955,"NA",0,0,0,0,0,0,0,0,0,1
"956",956,"NA",0,0,0,0,0,0,0,0,0,1
"957",957,"NA",0,0,0,0,0,0,0,0,0,1
"958",958,"NA",0,0,0,0,0,0,0,0,0,1
"959",959,"1",1,0,0,0,0,0,0,0,0,0
"960",960,"NA",0,0,0,0,0,0,0,0,0,1
"961",961,"NA",0,0,0,0,0,0,0,0,0,1
"962",962,"1",1,0,0,0,0,0,0,0,0,0
"963",963,"NA",0,0,0,0,0,0,0,0,0,1
"964",964,"NA",0,0,0,0,0,0,0,0,0,1
"965",965,"2",0,1,0,0,0,0,0,0,0,0
"966",966,"2",0,1,0,0,0,0,0,0,0,0
"967",967,"2",0,1,0,0,0,0,0,0,0,0
"968",968,"1",1,0,0,0,0,0,0,0,0,0
"969",969,"1",1,0,0,0,0,0,0,0,0,0
"970",970,"1",1,0,0,0,0,0,0,0,0,0
"971",971,"1",1,0,0,0,0,0,0,0,0,0
"972",972,"1",1,0,0,0,0,0,0,0,0,0
"973",973,"NA",0,0,0,0,0,0,0,0,0,1
"974",974,"NA",0,0,0,0,0,0,0,0,0,1
"975",975,"NA",0,0,0,0,0,0,0,0,0,1
"976",976,"NA",0,0,0,0,0,0,0,0,0,1
"977",977,"1",1,0,0,0,0,0,0,0,0,0
"978",978,"1",1,0,0,0,0,0,0,0,0,0
"979",979,"1",1,0,0,0,0,0,0,0,0,0
"980",980,"3",0,0,1,0,0,0,0,0,0,0
"981",981,"2",0,1,0,0,0,0,0,0,0,0
"982",982,"1",1,0,0,0,0,0,0,0,0,0
"983",983,"NA",0,0,0,0,0,0,0,0,0,1
"984",984,"3",0,0,1,0,0,0,0,0,0,0
"985",985,"NA",0,0,0,0,0,0,0,0,0,1
"986",986,"NA",0,0,0,0,0,0,0,0,0,1
"987",987,"1",1,0,0,0,0,0,0,0,0,0
"988",988,"1",1,0,0,0,0,0,0,0,0,0
"989",989,"NA",0,0,0,0,0,0,0,0,0,1
"990",990,"NA",0,0,0,0,0,0,0,0,0,1
"991",991,"1",1,0,0,0,0,0,0,0,0,0
"992",992,"1",1,0,0,0,0,0,0,0,0,0
"993",993,"2",0,1,0,0,0,0,0,0,0,0
"994",994,"NA",0,0,0,0,0,0,0,0,0,1
"995",995,"2",0,1,0,0,0,0,0,0,0,0
"996",996,"NA",0,0,0,0,0,0,0,0,0,1
"997",997,"1",1,0,0,0,0,0,0,0,0,0
"998",998,"2",0,1,0,0,0,0,0,0,0,0
"999",999,"1",1,0,0,0,0,0,0,0,0,0
"1000",1000,"1",1,0,0,0,0,0,0,0,0,0
"1001",1001,"NA",0,0,0,0,0,0,0,0,0,1
"1002",1002,"3",0,0,1,0,0,0,0,0,0,0
"1003",1003,"NA",0,0,0,0,0,0,0,0,0,1
"1004",1004,"1",1,0,0,0,0,0,0,0,0,0
"1005",1005,"2",0,1,0,0,0,0,0,0,0,0
"1006",1006,"3",0,0,1,0,0,0,0,0,0,0
"1007",1007,"1",1,0,0,0,0,0,0,0,0,0
"1008",1008,"1",1,0,0,0,0,0,0,0,0,0
"1009",1009,"2",0,1,0,0,0,0,0,0,0,0
"1010",1010,"1",1,0,0,0,0,0,0,0,0,0
"1011",1011,"NA",0,0,0,0,0,0,0,0,0,1
"1012",1012,"2",0,1,0,0,0,0,0,0,0,0
"1013",1013,"NA",0,0,0,0,0,0,0,0,0,1
"1014",1014,"3",0,0,1,0,0,0,0,0,0,0
"1015",1015,"NA",0,0,0,0,0,0,0,0,0,1
"1016",1016,"NA",0,0,0,0,0,0,0,0,0,1
"1017",1017,"NA",0,0,0,0,0,0,0,0,0,1
"1018",1018,"1",1,0,0,0,0,0,0,0,0,0
"1019",1019,"5",0,0,0,0,1,0,0,0,0,0
"1020",1020,"1",1,0,0,0,0,0,0,0,0,0
"1021",1021,"NA",0,0,0,0,0,0,0,0,0,1
"1022",1022,"1",1,0,0,0,0,0,0,0,0,0
"1023",1023,"NA",0,0,0,0,0,0,0,0,0,1
"1024",1024,"NA",0,0,0,0,0,0,0,0,0,1
"1025",1025,"1",1,0,0,0,0,0,0,0,0,0
"1026",1026,"NA",0,0,0,0,0,0,0,0,0,1
"1027",1027,"2",0,1,0,0,0,0,0,0,0,0
"1028",1028,"1",1,0,0,0,0,0,0,0,0,0
"1029",1029,"NA",0,0,0,0,0,0,0,0,0,1
"1030",1030,"2",0,1,0,0,0,0,0,0,0,0
"1031",1031,"NA",0,0,0,0,0,0,0,0,0,1
"1032",1032,"NA",0,0,0,0,0,0,0,0,0,1
"1033",1033,"NA",0,0,0,0,0,0,0,0,0,1
"1034",1034,"1",1,0,0,0,0,0,0,0,0,0
"1035",1035,"NA",0,0,0,0,0,0,0,0,0,1
"1036",1036,"1",1,0,0,0,0,0,0,0,0,0
"1037",1037,"3",0,0,1,0,0,0,0,0,0,0
"1038",1038,"3",0,0,1,0,0,0,0,0,0,0
"1039",1039,"1",1,0,0,0,0,0,0,0,0,0
"1040",1040,"1",1,0,0,0,0,0,0,0,0,0
"1041",1041,"NA",0,0,0,0,0,0,0,0,0,1
"1042",1042,"1",1,0,0,0,0,0,0,0,0,0
"1043",1043,"NA",0,0,0,0,0,0,0,0,0,1
"1044",1044,"1",1,0,0,0,0,0,0,0,0,0
"1045",1045,"3",0,0,1,0,0,0,0,0,0,0
"1046",1046,"2",0,1,0,0,0,0,0,0,0,0
"1047",1047,"NA",0,0,0,0,0,0,0,0,0,1
"1048",1048,"1",1,0,0,0,0,0,0,0,0,0
"1049",1049,"1",1,0,0,0,0,0,0,0,0,0
"1050",1050,"NA",0,0,0,0,0,0,0,0,0,1
"1051",1051,"1",1,0,0,0,0,0,0,0,0,0
"1052",1052,"NA",0,0,0,0,0,0,0,0,0,1
"1053",1053,"3",0,0,1,0,0,0,0,0,0,0
"1054",1054,"2",0,1,0,0,0,0,0,0,0,0
"1055",1055,"NA",0,0,0,0,0,0,0,0,0,1
"1056",1056,"NA",0,0,0,0,0,0,0,0,0,1
"1057",1057,"2",0,1,0,0,0,0,0,0,0,0
"1058",1058,"NA",0,0,0,0,0,0,0,0,0,1
"1059",1059,"NA",0,0,0,0,0,0,0,0,0,1
"1060",1060,"NA",0,0,0,0,0,0,0,0,0,1
"1061",1061,"1",1,0,0,0,0,0,0,0,0,0
"1062",1062,"NA",0,0,0,0,0,0,0,0,0,1
"1063",1063,"NA",0,0,0,0,0,0,0,0,0,1
"1064",1064,"NA",0,0,0,0,0,0,0,0,0,1
"1065",1065,"NA",0,0,0,0,0,0,0,0,0,1
"1066",1066,"1",1,0,0,0,0,0,0,0,0,0
"1067",1067,"1",1,0,0,0,0,0,0,0,0,0
"1068",1068,"NA",0,0,0,0,0,0,0,0,0,1
"1069",1069,"NA",0,0,0,0,0,0,0,0,0,1
"1070",1070,"NA",0,0,0,0,0,0,0,0,0,1
"1071",1071,"1",1,0,0,0,0,0,0,0,0,0
"1072",1072,"3",0,0,1,0,0,0,0,0,0,0
"1073",1073,"1",1,0,0,0,0,0,0,0,0,0
"1074",1074,"2",0,1,0,0,0,0,0,0,0,0
"1075",1075,"1",1,0,0,0,0,0,0,0,0,0
"1076",1076,"NA",0,0,0,0,0,0,0,0,0,1
"1077",1077,"NA",0,0,0,0,0,0,0,0,0,1
"1078",1078,"2",0,1,0,0,0,0,0,0,0,0
"1079",1079,"1",1,0,0,0,0,0,0,0,0,0
"1080",1080,"1",1,0,0,0,0,0,0,0,0,0
"1081",1081,"NA",0,0,0,0,0,0,0,0,0,1
"1082",1082,"NA",0,0,0,0,0,0,0,0,0,1
"1083",1083,"NA",0,0,0,0,0,0,0,0,0,1
"1084",1084,"NA",0,0,0,0,0,0,0,0,0,1
"1085",1085,"NA",0,0,0,0,0,0,0,0,0,1
"1086",1086,"1",1,0,0,0,0,0,0,0,0,0
"1087",1087,"3",0,0,1,0,0,0,0,0,0,0
"1088",1088,"NA",0,0,0,0,0,0,0,0,0,1
"1089",1089,"3",0,0,1,0,0,0,0,0,0,0
"1090",1090,"NA",0,0,0,0,0,0,0,0,0,1
"1091",1091,"1",1,0,0,0,0,0,0,0,0,0
"1092",1092,"2",0,1,0,0,0,0,0,0,0,0
"1093",1093,"NA",0,0,0,0,0,0,0,0,0,1
"1094",1094,"1",1,0,0,0,0,0,0,0,0,0
"1095",1095,"NA",0,0,0,0,0,0,0,0,0,1
"1096",1096,"1",1,0,0,0,0,0,0,0,0,0
"1097",1097,"2",0,1,0,0,0,0,0,0,0,0
"1098",1098,"3",0,0,1,0,0,0,0,0,0,0
"1099",1099,"NA",0,0,0,0,0,0,0,0,0,1
"1100",1100,"NA",0,0,0,0,0,0,0,0,0,1
"1101",1101,"1",1,0,0,0,0,0,0,0,0,0
"1102",1102,"1",1,0,0,0,0,0,0,0,0,0
"1103",1103,"NA",0,0,0,0,0,0,0,0,0,1
"1104",1104,"NA",0,0,0,0,0,0,0,0,0,1
"1105",1105,"NA",0,0,0,0,0,0,0,0,0,1
"1106",1106,"NA",0,0,0,0,0,0,0,0,0,1
"1107",1107,"NA",0,0,0,0,0,0,0,0,0,1
"1108",1108,"1",1,0,0,0,0,0,0,0,0,0
"1109",1109,"1",1,0,0,0,0,0,0,0,0,0
"1110",1110,"1",1,0,0,0,0,0,0,0,0,0
"1111",1111,"1",1,0,0,0,0,0,0,0,0,0
"1112",1112,"2",0,1,0,0,0,0,0,0,0,0
"1113",1113,"2",0,1,0,0,0,0,0,0,0,0
"1114",1114,"NA",0,0,0,0,0,0,0,0,0,1
"1115",1115,"1",1,0,0,0,0,0,0,0,0,0
"1116",1116,"NA",0,0,0,0,0,0,0,0,0,1
"1117",1117,"NA",0,0,0,0,0,0,0,0,0,1
"1118",1118,"2",0,1,0,0,0,0,0,0,0,0
"1119",1119,"1",1,0,0,0,0,0,0,0,0,0
"1120",1120,"1",1,0,0,0,0,0,0,0,0,0
"1121",1121,"3",0,0,1,0,0,0,0,0,0,0
"1122",1122,"2",0,1,0,0,0,0,0,0,0,0
"1123",1123,"NA",0,0,0,0,0,0,0,0,0,1
"1124",1124,"4",0,0,0,1,0,0,0,0,0,0
"1125",1125,"1",1,0,0,0,0,0,0,0,0,0
"1126",1126,"NA",0,0,0,0,0,0,0,0,0,1
"1127",1127,"1",1,0,0,0,0,0,0,0,0,0
"1128",1128,"NA",0,0,0,0,0,0,0,0,0,1
"1129",1129,"NA",0,0,0,0,0,0,0,0,0,1
"1130",1130,"1",1,0,0,0,0,0,0,0,0,0
"1131",1131,"1",1,0,0,0,0,0,0,0,0,0
"1132",1132,"NA",0,0,0,0,0,0,0,0,0,1
"1133",1133,"NA",0,0,0,0,0,0,0,0,0,1
"1134",1134,"2",0,1,0,0,0,0,0,0,0,0
"1135",1135,"1",1,0,0,0,0,0,0,0,0,0
"1136",1136,"NA",0,0,0,0,0,0,0,0,0,1
"1137",1137,"3",0,0,1,0,0,0,0,0,0,0
"1138",1138,"NA",0,0,0,0,0,0,0,0,0,1
"1139",1139,"3",0,0,1,0,0,0,0,0,0,0
"1140",1140,"NA",0,0,0,0,0,0,0,0,0,1
"1141",1141,"NA",0,0,0,0,0,0,0,0,0,1
"1142",1142,"NA",0,0,0,0,0,0,0,0,0,1
"1143",1143,"NA",0,0,0,0,0,0,0,0,0,1
"1144",1144,"NA",0,0,0,0,0,0,0,0,0,1
"1145",1145,"4",0,0,0,1,0,0,0,0,0,0
"1146",1146,"2",0,1,0,0,0,0,0,0,0,0
"1147",1147,"1",1,0,0,0,0,0,0,0,0,0
"1148",1148,"NA",0,0,0,0,0,0,0,0,0,1
"1149",1149,"1",1,0,0,0,0,0,0,0,0,0
"1150",1150,"1",1,0,0,0,0,0,0,0,0,0
"1151",1151,"1",1,0,0,0,0,0,0,0,0,0
"1152",1152,"NA",0,0,0,0,0,0,0,0,0,1
"1153",1153,"1",1,0,0,0,0,0,0,0,0,0
"1154",1154,"1",1,0,0,0,0,0,0,0,0,0
"1155",1155,"2",0,1,0,0,0,0,0,0,0,0
"1156",1156,"NA",0,0,0,0,0,0,0,0,0,1
"1157",1157,"NA",0,0,0,0,0,0,0,0,0,1
"1158",1158,"1",1,0,0,0,0,0,0,0,0,0
"1159",1159,"NA",0,0,0,0,0,0,0,0,0,1
"1160",1160,"NA",0,0,0,0,0,0,0,0,0,1
"1161",1161,"1",1,0,0,0,0,0,0,0,0,0
"1162",1162,"1",1,0,0,0,0,0,0,0,0,0
"1163",1163,"1",1,0,0,0,0,0,0,0,0,0
"1164",1164,"4",0,0,0,1,0,0,0,0,0,0
"1165",1165,"NA",0,0,0,0,0,0,0,0,0,1
"1166",1166,"NA",0,0,0,0,0,0,0,0,0,1
"1167",1167,"1",1,0,0,0,0,0,0,0,0,0
"1168",1168,"NA",0,0,0,0,0,0,0,0,0,1
"1169",1169,"NA",0,0,0,0,0,0,0,0,0,1
"1170",1170,"NA",0,0,0,0,0,0,0,0,0,1
"1171",1171,"NA",0,0,0,0,0,0,0,0,0,1
"1172",1172,"2",0,1,0,0,0,0,0,0,0,0
"1173",1173,"2",0,1,0,0,0,0,0,0,0,0
"1174",1174,"1",1,0,0,0,0,0,0,0,0,0
"1175",1175,"NA",0,0,0,0,0,0,0,0,0,1
"1176",1176,"1",1,0,0,0,0,0,0,0,0,0
"1177",1177,"1",1,0,0,0,0,0,0,0,0,0
"1178",1178,"2",0,1,0,0,0,0,0,0,0,0
"1179",1179,"NA",0,0,0,0,0,0,0,0,0,1
"1180",1180,"NA",0,0,0,0,0,0,0,0,0,1
"1181",1181,"NA",0,0,0,0,0,0,0,0,0,1
"1182",1182,"NA",0,0,0,0,0,0,0,0,0,1
"1183",1183,"1",1,0,0,0,0,0,0,0,0,0
"1184",1184,"NA",0,0,0,0,0,0,0,0,0,1
"1185",1185,"NA",0,0,0,0,0,0,0,0,0,1
"1186",1186,"NA",0,0,0,0,0,0,0,0,0,1
"1187",1187,"1",1,0,0,0,0,0,0,0,0,0
"1188",1188,"2",0,1,0,0,0,0,0,0,0,0
"1189",1189,"NA",0,0,0,0,0,0,0,0,0,1
"1190",1190,"1",1,0,0,0,0,0,0,0,0,0
"1191",1191,"1",1,0,0,0,0,0,0,0,0,0
"1192",1192,"1",1,0,0,0,0,0,0,0,0,0
"1193",1193,"NA",0,0,0,0,0,0,0,0,0,1
"1194",1194,"1",1,0,0,0,0,0,0,0,0,0
"1195",1195,"4",0,0,0,1,0,0,0,0,0,0
"1196",1196,"1",1,0,0,0,0,0,0,0,0,0
"1197",1197,"NA",0,0,0,0,0,0,0,0,0,1
"1198",1198,"NA",0,0,0,0,0,0,0,0,0,1
"1199",1199,"NA",0,0,0,0,0,0,0,0,0,1
"1200",1200,"NA",0,0,0,0,0,0,0,0,0,1
"1201",1201,"2",0,1,0,0,0,0,0,0,0,0
"1202",1202,"NA",0,0,0,0,0,0,0,0,0,1
"1203",1203,"1",1,0,0,0,0,0,0,0,0,0
"1204",1204,"2",0,1,0,0,0,0,0,0,0,0
"1205",1205,"2",0,1,0,0,0,0,0,0,0,0
"1206",1206,"NA",0,0,0,0,0,0,0,0,0,1
"1207",1207,"1",1,0,0,0,0,0,0,0,0,0
"1208",1208,"NA",0,0,0,0,0,0,0,0,0,1
"1209",1209,"1",1,0,0,0,0,0,0,0,0,0
"1210",1210,"NA",0,0,0,0,0,0,0,0,0,1
"1211",1211,"2",0,1,0,0,0,0,0,0,0,0
"1212",1212,"NA",0,0,0,0,0,0,0,0,0,1
"1213",1213,"1",1,0,0,0,0,0,0,0,0,0
"1214",1214,"1",1,0,0,0,0,0,0,0,0,0
"1215",1215,"NA",0,0,0,0,0,0,0,0,0,1
"1216",1216,"NA",0,0,0,0,0,0,0,0,0,1
"1217",1217,"NA",0,0,0,0,0,0,0,0,0,1
"1218",1218,"1",1,0,0,0,0,0,0,0,0,0
"1219",1219,"2",0,1,0,0,0,0,0,0,0,0
"1220",1220,"3",0,0,1,0,0,0,0,0,0,0
"1221",1221,"1",1,0,0,0,0,0,0,0,0,0
"1222",1222,"NA",0,0,0,0,0,0,0,0,0,1
"1223",1223,"NA",0,0,0,0,0,0,0,0,0,1
"1224",1224,"2",0,1,0,0,0,0,0,0,0,0
"1225",1225,"3",0,0,1,0,0,0,0,0,0,0
"1226",1226,"NA",0,0,0,0,0,0,0,0,0,1
